,review,predictedvalue
1080,"
            J�ai demand� la paire en argent et tr�s satisfaite! Tr�s bon service et suivi concernant mes demandes + Produit d�exce qualit�!
        ",1.0
1081,"
            An und f�r sich sind die Ohrringe sehr sch�n, nur ist der Stab f�r meine Ohren trotz letztem Loch offenbar zu lang. Leider sieht man ihn vorne durch, was nicht so h�bsch aussieht. Der Versand war sehr flott, danke.
        ",1.0
1082,"
            I am obsessed with these and they are beautiful. I just want to commend the seller on her great customer service as I had an issue with a different earring and she was quick to send me a new one. Looking forward to making more purchases from her.
        ",1.0
1083,"
            Les boucles d�oreilles sont magnifiques, vraiment bien faites.
Envoi rapide et dans un emballage vraiment beau et bien prot�g�.
        ",1.0
1084,"
            The detail is amazing and so lovely to wear!
        ",1.0
1085,"
            Je n'ai que des compliments lorsque je les porte. Boucles d'oreilles tr�s originales et de bonne qualit�
        ",1.0
1086,"
            Merci beaucoup pour cet adorable pin's ! Je l'adore, la taille est parfaite, le dessin et les couleurs ... J'ADORE ! Merci encore, au plaisir d'une nouvelle commande !
        ",1.0
1087,"
            I am so unbelievably happy with my purchase! Thank you so so much! I will for sure be purchasing again. Favourite shop on Etsy!
        ",1.0
1088,"
            J�adore ce kit ! Tout est parfait. Le
Crewneck est super doux et confo. J�adore les bandeaux et la chandelle est superbe. Merci!
        ",1.0
1089,"
            En plus d'�tre beaux, ils sont super confortables!  Je les ai vraiment adopt�s!  Livraison rapide et propri�taire tellement gentille!
        ",1.0
1090,"
            Simply lovely and I really appreciate the sweet packaging and note included! Makes it easy to give as a gift! Love!
        ",1.0
1091,"
            Absolutely stunning and of good quality! Shipping was fast.
        ",1.0
1092,"
            Just beautiful
        ",1.0
1093,"
            I love these earrings! Arrived quickly to the UK. A great size
        ",1.0
1094,"
            I just love these earrings.  Quality is extremely solid.  Easy to put on.  Everyone gives me compliments when I wear them.  I love the bright color.
        ",1.0
1095,"
            Love these earrings so comfortable to wear great colour worth waiting for thank you Linda.
        ",1.0
1096,"
            I bought these for 9 yr old daughter and she absolutely loves them! She loves how they look like she has a second piercing and how they twinkle on her ears. I�m a huge fan as well, absolutely adorable on her :) this is her first pair of ear climbers and now not her last. Well made and exactly as described.
Thank you!
        ",1.0
1097,"
            Both pairs I bought are super pretty and petite and the perfect size. Would buy again from this shop, there's a lot of gorgeous pieces!
        ",1.0
1098,"
            Seller is super awesome and answered my questions really fast! These earrings  look great even with my slightly stretched ears. Love them!
        ",1.0
1099,"
            Love these, so elegant and exactly how they looked online!
        ",1.0
1100,"
            Boucles pendantes tr�s sympas. Un peu longues pour moi mais faciles � raccourcir.
        ",0.0
1101,"
            Exactly as the foto. I love them!!
        ",1.0
1102,"
            Discr�tes et adorables. Je vais pouvoir les pr�ter � ma fille ! 
        ",1.0
1103,"
            Discr�tes et p�tillante � la fois, la couleur r�veille mes tenues  ! 
        ",1.0
1104,"
            These earring jackets took plain gemstone post earrings to an all new level. Easy to attach to the post, and stays securely on. The quality of the earring jacket is very good.
        ",1.0
1105,"
            Nice green color, blends well with emeralds I already have
        ",1.0
1106,"
            Beautiful ear cuffs, have had many comments about how different these are, thank you I love them!
        ",1.0
1107,"
            I love these!!  Very stylish and don't hurt my ears!
        ",1.0
1108,"
            I love this shop! Beautiful jewelry and great customer service.

The seller accidentally sent the wrong pair of earrings but was very quick to resolve. She not only reshipped the correct earrings within hours, but also let me keep the other pair for free! So now I have 2 pairs of beautiful earrings.

I live in the United States, and the earrings only took 2-3 days to arrive from Greece via DHL. This is equal to, or better than, local shipping time. The shipping time likely varies depending on where you live, but I have had positive experiences so far.
        ",1.0
1109,"
            excellente qualit�. Envoi rapide. Emballage raffin� et coquet. A conseiller pour cadeau.
        ",1.0
1110,"
            Everything is as expected, plus the shipping no was super fast.  Packaging is also wonderful. Looking forward to new jewelry pieces. Definitely one of my new favorite shops :)
        ",1.0
1111,"
            Absolutely beautiful! I am more than satisfied with my purchase and the service provided.  Thank you emmanuela!
        ",1.0
1112,"
            Livraison rapide.
Tr�s joli snood que j�ai achet� pour ma fille. H�te qu�elle le porte cet hiver.
Je recommande !
        ",0.0
1113,"
            tr�s jolies boucles, elles sont arriv�es tr�s vite merci beaucoup !
        ",1.0
